swann	swan	21406	57182	91281
griffith	griffeth	21385	202146	33281
booth	boothe	20994	185870	39138
booher	booker	20989	43225	67916
howe	how	20985	151873	37459
puckett	pucket	20980	78898	27651
davenport	devenport	20939	151291	29073
hutchison	hutchinson	20915	82790	142776
forrest	forest	20904	68681	39920
proctor	procter	20893	106446	36460
mackay	mckay	20830	53838	105797
ziegler	zeigler	20799	66304	45659
chappell	chappel	20768	99351	35367
mayes	mays	20658	74241	96541
emerson	emmerson	20605	86609	37782
steel	steele	20484	68247	156061
burdette	burdett	20453	45423	46143
brainerd	brainard	20387	32935	38862
shelley	shelly	20195	52090	38447
clements	clement	20158	151411	77052
manley	manly	20115	67832	30611
ramsay	ramsey	20000	44434	156075
lucas	lucus	19966	189651	27604
raines	rains	19958	65915	55145
rowland	roland	19940	123332	51739
newsome	newsom	19939	53184	46930
padgett	padget	19814	80379	29345
christensen	christenson	19757	109067	43868
humphrey	humphry	19666	153393	32497
harman	harmon	19605	69699	132335
sadler	saddler	19603	75842	29870
metcalfe	metcalf	19380	45275	86670
abbe	abbey	19177	49855	46368
bannister	banister	19129	51903	33760
mcallister	mcalister	19065	111398	48237
reese	reece	18961	127277	66576
hartmann	hartman	18918	33862	116025
keller	kellar	18777	167903	31058
wilkes	wilks	18727	63567	43085
merritt	merrett	18680	138840	32212
pool	poole	18545	72842	113681
beatty	beaty	18544	80259	57059
cleveland	cleaveland	18529	89964	25673
grimm	grim	18469	57217	40800
jolley	jolly	18380	40914	59519
broome	broom	18345	37486	46565
denison	dennison	18211	50692	52316
pickett	picket	18010	85205	25306
keene	keen	17994	54787	74626
moseley	mosely	17989	76610	37133
hastings	hasting	17975	92543	27448
calhoun	calhoon	17966	96731	27696
livingston	levingston	17943	106463	26804
cary	carey	17940	60198	109716
hendrix	hendricks	17746	85336	101629
sorensen	sorenson	17716	44920	38607
sweeney	sweeny	17634	99737	28698
daugherty	dougherty	17502	99701	68864
forrester	forester	17397	65142	37726
mcconnell	mcconnel	17388	147105	25497
harden	hardin	17336	59125	104674
sumner	summer	17239	78389	42411
cochran	cockran	17205	160396	27343
faulkner	falkner	17126	114516	32353
pritchard	prichard	17122	94004	38894
kilgore	killgore	17059	69123	24335
dennison	denison	17042	55164	52054
callahan	calahan	17040	101493	27600
gaines	gains	16980	77020	33103
blevins	blevens	16941	88786	22655
early	earley	16761	51478	38600
morrow	marrow	16760	132461	27104
grainger	granger	16725	38401	55003
mcintyre	mcintire	16683	127324	50059
miner	minor	16636	62895	64082
caudill	candill	16619	70643	22304
stillwell	stilwell	16593	46061	30543
abel	able	16561	80892	38050
olmstead	olmsted	16514	46370	28353
jewell	jewel	16382	73281	23211
blodgett	blodget	16380	41914	21236
merrill	merrell	16229	116131	38567
klein	kline	16216	96409	87503
mead	meade	16200	97037	45105
hawthorne	hawthorn	16091	38070	28411
tracy	tracey	16004	77601	31571
goode	good	15959	70865	101176
reece	reese	15951	69159	111561
winters	winter	15890	82393	90480
ashcraft	ashcroft	15849	46975	34912
poore	poor	15816	37630	35313
bassett	basset	15795	96407	21778
cowan	cowen	15726	97941	35282
crain	crane	15720	50657	127709
robinette	robinett	15719	36378	34075
blackmon	blackman	15719	31838	67066
jacobsen	jacobson	15665	34160	64534
seymour	seymore	15583	90071	24127
denny	denney	15522	62583	44724
hanna	hannah	15461	71710	58840
gilmore	gillmore	15455	101857	25636
ridgeway	ridgway	15410	40930	35211
angell	angel	15407	43555	50912
stacey	stacy	15315	50141	56042
lacy	lacey	15292	62206	54766
grove	groves	15223	68638	88418
earley	early	15217	31363	48412
hutchins	hutchens	15205	88127	35111
mayo	mays	15141	75560	96541
paschall	paschal	15138	35000	27427
albright	allbright	15102	75167	23326
neely	neeley	15003	69710	33342
macpherson	mcpherson	14985	28978	86873
beckett	becket	14812	62363	21877
meredith	merideth	14776	88837	23259
minor	miner	14761	63053	65358
abernathy	abernathey	14758	137071	19867
thorp	thorpe	14736	45054	67496
livingston	livingstone	14698	106463	24920
craft	croft	14612	76288	67495
holliday	holiday	14574	72434	30028
allred	alred	14571	87678	21133
kenney	kenny	14401	61777	42093
stiles	styles	14389	76051	36620
stacy	stacey	14265	53349	47438
mcneill	mcneil	14199	63362	67583
schroeder	schroder	14176	104146	26582
sargent	sargeant	14159	109713	31065
joyner	joiner	14152	55990	41989
putnam	putman	14136	69987	45025
dickens	dickins	14074	56581	23437
metcalf	metcalfe	13985	90478	36571
flynn	flinn	13959	94231	33581
billingsley	billingsly	13912	46452	19407
maclean	mclean	13879	31738	106490
murdoch	murdock	13805	27546	54325
quinn	quin	13804	120965	24222
colvin	calvin	13787	61668	34345
skaggs	scaggs	13777	64137	22583
penney	penny	13711	29224	52635
schaefer	schafer	13703	76833	52869
dougherty	daugherty	13699	71447	78668
ellsworth	elsworth	13685	44594	23693
hewett	hewitt	13665	41841	93724
fairchild	fairchilds	13638	57111	17879
baumann	bauman	13626	36111	39490
seeley	seely	13622	50852	32524
stowe	stow	13589	43791	29741
spalding	spaulding	13562	41140	56501
jolly	jolley	13512	57038	35724
everett	everitt	13492	114145	29613
hoskins	haskins	13466	74876	57856
burkett	burket	13376	59045	24031
tackett	tacket	13367	64008	18894
holcomb	halcomb	13363	88763	26239
presley	pressley	13345	53334	29307
pitman	pittman	13336	46970	74514
earle	earl	13330	42237	61098
brantley	brantly	13232	46468	17276
wheatley	wheatly	13219	58406	17911
dickenson	dickinson	13154	36315	98472
parke	park	13113	42413	103145
plummer	plumer	13064	79150	19710
forsythe	forsyth	13032	38608	40659
duke	dukes	12997	101001	40502
cheek	check	12983	59550	20019
moseley	mosley	12935	76610	54113
plantagenet	lancaster	12926	41616	101388
fiske	fisk	12908	30113	51379
ridgway	ridgeway	12894	28189	32173
lilley	lilly	12890	39777	58352
daily	dailey	12828	42565	64383
everitt	everett	12808	28506	100637
gillette	gillett	12787	33448	54365
keyes	keys	12771	46986	47684
bauer	baner	12764	103664	19332
nielsen	nielson	12637	74353	34403
trammell	trammel	12599	49339	21220
helton	hilton	12598	58853	84838
brummett	brummet	12579	61392	18534
crandall	crandell	12562	73417	22534
whiteside	whitesides	12508	39702	21124
thorn	thorne	12507	56450	55665
knapp	knap	12503	117377	19484
arrington	arington	12465	48484	17809
duffy	duffey	12454	63964	25175
mullen	mullin	12386	72787	38515
coats	coates	12379	56847	65937
meek	meck	12347	67593	20564
sampson	samson	12276	78985	33338
farris	faris	12246	82371	31269
haas	hass	12205	64666	30857
etheridge	ethridge	12198	55147	31295
frederick	fredrick	12140	69008	26774
henley	henly	12119	55426	19042
ryder	rider	12100	46341	59049
forsyth	forsythe	12095	41282	32449
penny	penney	12064	52559	30895
story	storey	12048	70194	51177
gilliam	gillam	12034	78021	31189
neeley	neely	11984	33777	54097
tracey	tracy	11969	28190	71719
delaney	delany	11949	62538	19650
spaulding	spalding	11933	58873	36510
ritchie	richie	11920	88721	36796
caudle	candle	11904	35501	17827
buell	buel	11855	35404	17998
healy	healey	11851	42621	38449
glenn	glen	11828	96773	23043
pruett	pruitt	11790	51230	75989
mackinnon	mckinnon	11788	22289	39529
downes	downs	11779	32402	82462
davey	davy	11765	61552	27789
kendrick	kindrick	11719	69241	17242
tilley	tilly	11704	63599	19936
weir	wier	11693	74129	23365
ratcliffe	ratcliff	11666	38250	44241
daly	daley	11457	56522	53161
gardiner	gardener	11455	79681	48206
starr	star	11440	85633	17936
towne	town	11438	37662	27298
rankin	rankins	11373	84223	17741
blalock	blaylock	11351	41437	29500
brackett	bracket	11350	43715	15783
thomasson	thomason	11348	30576	61140
dotson	datson	11344	65538	18018
calloway	callaway	11279	39823	42783
willett	willet	11278	49463	19710
cornwell	cornwall	11277	55789	23942
eldredge	eldridge	11240	24612	68753
hutchens	hutchins	11218	28304	75493
horner	homer	11211	81661	37098
nesbitt	nesbit	11190	40514	27143
honeycutt	honeycut	11166	56099	16083
jameson	jamison	11129	54066	58100
pettit	pettitt	11097	98267	25622
daley	daly	11075	49705	56656
stilwell	stillwell	11050	23243	32218
newsom	newsome	11033	46493	33167
rhoades	rhoads	11019	68459	56265
shipp	ship	11019	38962	15806
kellogg	kellog	10970	61761	14451
whiteley	whitely	10966	36414	17426
sellars	sellers	10965	27930	87014
edmondson	edmonson	10963	50439	25570
ricketts	rickets	10958	55457	15714
talbot	talbott	10956	71430	31019
gonzalez	gonzales	10940	32365	37711
foust	faust	10924	40940	40956
dietz	deitz	10911	38597	20471
childs	child	10904	70948	40290
baer	bear	10869	46268	48136
larkin	larkins	10865	55449	24790
solomon	soloman	10819	53527	17190
hackett	hacket	10808	57198	15418
pettit	pettet	10796	98267	19449
mahoney	mahony	10763	61484	17432
ballenger	ballinger	10757	28567	40578
wynne	wynn	10754	37012	56013
mccutcheon	mccutchen	10753	47924	21850
jeffery	jeffrey	10715	46527	42435
jamison	jameson	10708	56667	57534
mcalister	mcallister	10661	54512	62347
bourne	bourn	10631	65344	20655
mullin	mullen	10593	29162	69315
gillett	gillet	10589	61988	19039
farrar	farrer	10586	63742	23502
pressley	presley	10547	26503	45733
ingersoll	ingersol	10538	45126	14387
clevenger	clevinger	10478	42635	15230
dunlap	dunlop	10476	80322	28998
northcutt	northcut	10458	26007	15348
spivey	spivy	10448	48960	14702
flanagan	flanigan	10441	74103	27911
ivy	ivey	10422	34725	51485
ballinger	ballenger	10417	40608	25523
abbey	abby	10402	40697	21621
newell	newel	10383	95338	14052
jeffcoat	jefcoat	10370	24279	13852
boatwright	boatright	10369	30127	28571
terrell	terrill	10346	85414	31888
huntley	huntly	10327	44469	16155
keen	keene	10312	74149	40703
kauffman	kaufman	10309	44118	48557
rhoads	rhoades	10254	56156	57130
lehmann	lehman	10234	25097	53112
burleson	burlison	10232	50463	16706
ashe	ash	10222	21408	74822
mcmurray	mcmurry	10200	40964	23004
conley	conly	10174	97149	17397
shirley	sherley	10158	75770	15304
waddell	waddle	10138	63819	31009
edmonds	edmunds	10088	70019	30623
wilde	wild	10040	39742	46101
rains	raines	9997	45520	42601
plunkett	plunket	9994	33969	13849
cornwall	cornwell	9991	22457	51515
jacques	jaques	9971	37944	28483
triplett	triplet	9969	45102	13461
hermann	herman	9968	28784	78331
quillen	quillin	9950	27460	18477
corey	cory	9911	39090	36013
tennant	tenant	9874	43913	13619
yeager	yager	9831	63586	29355
sherrill	sherrell	9816	62022	16838
isaacs	isaac	9807	44473	34949
bollinger	bolinger	9805	41926	22641
meredith	meridith	9797	88837	15051
blakely	blakeley	9796	43307	24222
neville	nevill	9741	57859	18924
stinson	stenson	9707	58419	18216
healey	healy	9700	36613	38569
etheridge	etheredge	9695	55147	16486
parrott	parrot	9680	67576	16007
tackett	tackitt	9674	64008	14328
sorenson	sorensen	9633	29895	33213
dooley	dooly	9605	54603	14467
farrell	farrel	9602	93663	15700
lovell	lovel	9598	77111	14207
brandt	brant	9577	59688	40019
tabor	taber	9572	54709	31836
rainey	raney	9568	52056	34467
hilliard	hillard	9567	48352	22467
philpott	philpot	9544	30246	27508
koch	kock	9542	80999	15197
macgregor	mcgregor	9521	20877	53258
mcgowan	mcgowen	9520	80547	19011
eldridge	eldredge	9511	70737	21235
jeffrey	jeffery	9470	45727	42681
tompkins	thompkins	9444	67814	14322
mundy	munday	9428	35843	31766
abernethy	abernathy	9420	19188	79209
coulter	colter	9418	60362	17723
whittington	whitington	9417	52159	13143
featherstone	featherston	9413	28124	20008
mcculloch	mccullock	9404	42168	14915
flannery	flanery	9389	26280	19614
gillett	gillette	9369	61988	26409
mcmullen	mcmullin	9357	71082	22355
hixson	hixon	9346	28672	23757
wilbanks	willbanks	9306	22279	14637
carrico	carico	9292	29762	13770
oates	oats	9268	39754	16707
seely	seeley	9251	26596	40305
langley	langly	9224	79752	12340
mcdougall	mcdougal	9211	44989	27492
hearne	hearn	9200	24000	50227
zeigler	ziegler	9180	39005	39473
squire	squires	9175	40239	55504
broughton	braughton	9150	48025	12547
corbett	corbet	9144	71144	18054
olmsted	olmstead	9130	17982	31305
lemmon	lemon	9129	34689	52320
gulley	gully	9124	23631	16017
bristow	briston	9119	50395	14203
blount	blunt	9103	45083	30580
terrell	terrel	9084	85414	16607
runyon	runyan	9068	42585	27162
nolan	nolen	9056	68156	30570
salyer	salyers	9044	30594	18052
hallett	hallet	9026	35209	12760
peyton	payton	8975	31460	39054
messenger	messinger	8963	31325	18664
polley	polly	8957	24038	19722
gonzales	gonzalez	8938	36910	28151
kessler	kesler	8922	50484	26554
hinckley	hinkley	8909	25444	23128
fennell	fennel	8808	29847	13604
blaylock	blalock	8805	25287	36074
butts	butt	8778	53940	40874
shackelford	shackleford	8772	30357	16948
reeder	reader	8765	59998	25404
alcock	allcock	8762	27258	20606
akin	akins	8754	50225	41786
halstead	halsted	8740	39912	14906
westbrook	westbrooks	8727	53848	13644
kenny	kenney	8709	32859	66634
odom	odam	8700	68492	13773
fuqua	fugua	8679	33848	12250
foreman	forman	8671	63656	27335
joyce	joice	8670	72837	12998
yarbrough	yarborough	8666	58255	21036
goodrich	goodrick	8663	58176	13909
connell	connel	8657	63416	13802
callaway	calaway	8657	73957	18487
main	maine	8652	52695	20156
squires	squire	8637	57278	37232
demortimer	mortimer	8588	11670	51309
speer	spear	8585	42097	51693
duckett	ducket	8578	35830	11362
coombes	coombs	8577	27394	54230
emmerson	emerson	8576	21710	76000
stedman	steadman	8569	26648	27713
kitchens	kitchen	8536	33568	54447
jacobson	jacobsen	8536	48933	24329
schell	shell	8530	32471	39531
goddard	godard	8504	78221	14660
livingstone	livingston	8480	20245	76309
akins	akin	8470	43449	44591
cartwright	cartright	8455	77656	14762
fairbanks	fairbank	8407	40063	15533
brennan	brennen	8405	79990	13911
gilley	gilly	8401	30581	12877
hager	hagar	8378	47568	18072
parris	paris	8342	33052	32854
talbott	talbot	8329	27045	61567
holder	halder	8279	74381	11969
christie	christy	8267	56803	37573
autrey	autry	8244	21515	29377
banister	bannister	8243	21204	33826
baskin	baskins	8241	21763	12441
munro	munroe	8233	40098	28295
jorgensen	jorgenson	8220	27691	17754
rountree	roundtree	8173	22121	16210
brunner	bruner	8160	32931	45232
mattingly	mattingley	8149	38789	11919
basham	bassham	8147	44784	14942
willard	williard	8144	56289	14999
ballou	ballow	8136	31513	15318
starnes	starns	8092	52352	14926
glascock	glasscock	8092	17951	22159
gilman	gillman	8071	44021	19960
chastain	chastine	8069	65758	12716
tolliver	toliver	8068	19039	16456
satterfield	saterfield	8062	35569	10884
beeson	beason	8050	44304	22859
payton	peyton	8035	36985	29595
hazelwood	hazlewood	8034	24142	16266
scarborough	scarbrough	8032	57262	21931
briscoe	brisco	8025	37184	14048
steadman	stedman	8021	28201	25363
higginbotham	higgenbotham	8020	57309	11546
nightingale	nightengale	8014	31114	11083
clemmons	clemons	8014	30249	38018
ratcliff	ratcliffe	8013	41800	31407
allgood	algood	7997	22359	10792
silver	silvers	7980	39984	21867
darnell	darnall	7976	50544	17954
tyrrell	tyrell	7970	30875	13554
brannon	brannan	7965	52468	32488
houghton	haughton	7959	64342	16413
pedersen	pederson	7947	34113	27256
abrahams	abraham	7920	21114	46246
reagan	ragan	7919	47967	37832
flanagan	flannagan	7907	74103	14390
devine	divine	7899	43325	18579
hollis	hallis	7878	65026	11635
burroughs	burrough	7875	60365	15711
newberry	newbury	7863	50868	20293
wilbur	wilber	7819	36622	22826
lilly	lilley	7775	51759	36584
redmon	redman	7766	21933	56989
newberry	newbery	7761	50868	15879
babbitt	babbit	7724	30152	11409
macfarlane	mcfarlane	7724	20599	31374
thomason	thomasson	7704	61919	21127
holly	holley	7701	29270	50429
faust	foust	7692	31808	35476
bayliss	baylis	7669	29650	20901
duvall	duval	7665	61529	23978
munday	mundy	7647	34914	30506
mcclendon	mclendon	7645	42549	20618
debord	deboard	7639	27307	13209
givens	givins	7637	48991	11352
oquinn	oquin	7632	21086	11404
autry	autrey	7627	33410	19326
samuel	samuels	7615	24115	26286
bohannon	bohannan	7604	44770	16490
schofield	scofield	7591	51431	28607
dilley	dilly	7542	27643	14304
mallett	mallet	7541	28588	15844
hargreaves	hargraves	7519	30668	21949
vineyard	vinyard	7498	20819	13713
billings	billing	7494	62350	17192
musick	music	7490	29317	15127
sizemore	sisemore	7473	50806	11948
chenoweth	chenowith	7469	36431	10112
batchelor	bachelor	7456	55069	16885
craven	cravens	7449	58289	23719
carraway	caraway	7448	18850	24794
robinett	robinette	7433	29762	18846
dempsey	dempsy	7427	57686	9808
earl	earle	7415	48573	33995
debeauchamp	beauchamp	7370	8813	53510
crowell	crowel	7368	55735	11368
murdock	murdoch	7364	45922	18856
duffey	duffy	7359	17850	56216
hawkes	hawks	7357	33906	33707
peake	peak	7351	26641	36716
cory	corey	7329	33094	37558
shifflett	shiflett	7327	21524	22204
corbitt	corbett	7311	23008	57993
christiansen	christianson	7304	41712	35819
bruner	brunner	7303	53059	27082
doane	doan	7300	32765	25435
albritton	allbritton	7299	36968	13484
davy	davey	7293	23718	54166
matheny	matheney	7259	38653	11844
pullen	pullin	7257	48095	18120
addington	adington	7254	37409	9290
wooley	woolley	7248	30921	38911
morrissey	morrisey	7239	26396	11510
stuckey	stucky	7222	32413	12954
samuels	samuel	7221	26189	35149
radcliffe	radcliff	7198	23728	20282
welborn	wilborn	7198	37846	18959
hutto	hutts	7193	28012	11337
girard	gerard	7160	27525	27958
weekley	weekly	7158	18448	13500
scofield	schofield	7149	27161	49107
mayberry	maberry	7143	40339	17361
shiflet	shiflett	7133	22952	22204
swafford	swofford	7104	32793	12361
eades	eads	7103	24496	29476
cresswell	creswell	7086	21901	19166
clemons	clemmons	7083	38979	25654
yarborough	yarbrough	7074	26536	44513
brittain	brittian	7064	55912	12143
robey	roby	7059	20044	29660
ransom	ranson	7049	49338	19309
collett	collet	7044	39575	13470
crandell	crandall	7038	14770	61935
donovan	donavan	7033	63214	10790
pickens	pickins	7020	42097	10529
cheeseman	cheesman	7002	21907	18177
darnall	darnell	6998	16925	42911
mallory	malory	6981	46748	9142
bigelow	biglow	6977	48159	10765
sheldon	shelden	6974	66874	10865
godbey	godby	6972	16264	13211
wilhite	willhite	6964	29586	15153
aaron	aron	6961	45047	11022
jobe	job	6958	27291	17430
ledford	leadford	6955	49763	9109
matteson	mattison	6947	27472	22252
plantagenet	gaunt	6942	41616	28548
gilliland	gilleland	6932	50518	13973
coombs	coombes	6927	57293	21670
meeker	mecker	6927	37149	9835
tillman	tilman	6907	41972	12288
paulsen	paulson	6905	18304	36201
beebe	bebee	6903	66139	12078
neumann	neuman	6899	35892	22190
taber	tabor	6886	28286	42679
leake	leak	6876	27886	20300
kaufman	kauffman	6860	41575	34711
kaufmann	kaufman	6841	17533	48557
blakeley	blakely	6828	19436	33824
allcock	alcock	6818	17733	26398
schumacher	schumacker	6817	52769	9616
snead	sneed	6810	23032	33647
wingo	wings	6794	23008	9194
rinehart	rhinehart	6790	50755	21302
chaffin	chafin	6788	40198	17035
tolbert	talbert	6778	30452	29531
crossland	crosland	6762	23188	13237
sneed	snead	6762	34580	22882
glasscock	glascock	6758	22034	17062
fitzsimmons	fitzsimons	6755	27248	11853
macarthur	mcarthur	6748	14574	39386
asbury	asberry	6716	32156	11691
revill	revell	6707	19269	23262
haworth	hayworth	6697	33464	13900
boatright	boatwright	6694	24578	22822
treadwell	tredwell	6689	29989	10316
greeley	greely	6685	19682	10426
clapp	clap	6643	46562	8834
pyles	piles	6638	23406	16424
renfro	renfrow	6636	46432	21328
bivens	bivins	6633	27652	16706
stearns	sterns	6618	57239	15441
forester	forrester	6613	22177	37505
paris	parris	6613	28538	32157
herrmann	hermann	6603	31787	25660
fidler	fiddler	6597	22934	11868
mckelvey	mckelvy	6595	30265	10967
diehl	deihl	6589	43551	10042
mcvay	mcvey	6589	26704	26761
roebuck	robuck	6586	22104	9874
cloud	claud	6582	39777	10644
estep	eastep	6577	48546	10869
whelan	whalen	6572	28745	36654
angel	angell	6561	41886	32348
hamblin	hamblen	6560	42143	14442
shelly	shelley	6558	18662	38923
newsom	newson	6528	46493	22833
burnside	burnsides	6527	25959	9114
tobey	toby	6514	19092	11871
priestley	priestly	6505	23877	9977
brashears	brashear	6498	31625	23686
bohannon	bohanon	6496	44770	11675
bobbitt	bobbett	6483	36521	11032
eads	eades	6482	32874	21767
purcell	pursell	6473	56976	14748
abraham	abrahams	6453	42940	22266
shedd	shed	6444	17990	12196
hennessey	hennessy	6432	24937	17197
sanchez	sanches	6429	34783	9278
hedrick	headrick	6428	52718	18956
jaques	jacques	6398	24475	28624
allsop	allsopp	6392	22834	13417
moffitt	moffit	6384	41792	17022
hemingway	hemmingway	6382	21139	9496
acree	acre	6368	24242	13054
burrell	burrel	6366	61416	9469
featherston	featherstone	6353	16199	21887
embry	embrey	6351	27694	14887
wimberly	wimberley	6346	19286	10979
madsen	madson	6321	26740	13288
bergmann	bergman	6319	13808	26317
trimble	tremble	6301	46216	14668
maxson	maxon	6298	22736	14204
revell	revill	6291	30261	17882
millett	millet	6290	18541	14042
blaine	blain	6287	18204	24315
tolley	tolly	6284	25270	11104
lathrop	lothrop	6277	38210	12710
hammack	hammock	6268	18193	19762
okelley	okelly	6266	16982	10797
dearing	deering	6236	28081	18843
herrington	herington	6235	54485	14974
brashear	brashears	6230	27717	22410
moffat	moffatt	6216	24311	26267
widener	widner	6207	17787	16198
keeney	keeny	6203	40983	9086
channell	channel	6183	15396	9925
marchant	merchant	6182	34223	33377
hinshaw	henshaw	6182	20968	25214
proffitt	proffit	6176	36532	11114
fisk	fiske	6173	44665	21263
gresham	grisham	6171	30271	24559
burdett	burdette	6164	31467	21888
bracey	bracy	6162	14216	12481
weldon	welden	6153	40547	12346
rainwater	rainwaters	6148	25116	8030
trowbridge	trobridge	6146	34510	8495
northrup	northrop	6139	26052	16683
lemons	lemmons	6135	35231	17360
seal	seals	6123	31335	32304
abrams	abram	6090	48618	20001
crossley	crosley	6086	32302	17371
macrae	mcrae	6071	13662	38548
metzger	metzgar	6068	35795	9620
haggerty	hagerty	6060	23846	17800
landis	landes	6047	40110	17121
bridgeman	bridgman	6039	20995	15294
mauldin	maulden	6034	28910	10871
salisbury	salsbury	6033	50915	13841
hearn	hearne	6021	52340	16077
schumacher	schumaker	6013	52769	12867
rasmussen	rasmusson	6010	53050	9680
wellman	willman	6010	36094	20910
lockett	locket	5993	24953	8485
moffatt	moffat	5984	26061	24614
burchfield	birchfield	5982	23172	15622
malloy	maloy	5981	28597	19145
treadway	treadaway	5970	30803	12753
wharton	whorton	5960	46195	15609
hawthorn	hawthorne	5952	15072	24065
beckmann	beckman	5948	12263	35802
truitt	truett	5947	31967	13224
scarlett	scarlet	5939	17894	8530
morrill	morrell	5935	31504	35391
cosper	casper	5934	13182	36849
